vertex,out-degree,in-degree
92.219.160.215,9,6
92.225.54.178,7,2
92.230.13.242,5,9
92.234.154.224,8,7
92.236.251.236,7,4
92.237.109.131,7,10
92.245.124.204,6,4
92.245.209.65,8,2
92.246.253.168,9,2
92.248.198.81,9,8
93.15.135.51,6,10
93.22.80.162,8,7
93.24.221.120,6,18
93.25.4.133,6,7
93.32.46.172,5,13
93.32.99.144,6,8
93.34.114.119,7,8
93.41.49.122,8,7
93.45.132.93,6,9
93.47.55.67,8,2
93.49.129.60,15,6
93.51.99.28,4,4
93.56.35.228,3,1
93.59.118.215,5,11
93.61.102.10,14,12
93.64.129.203,11,4
93.68.28.28,10,1
93.71.105.90,5,3
93.73.3.224,7,6
93.75.54.254,7,10
93.87.93.68,6,15
93.89.59.207,11,4
93.90.135.209,6,9
93.103.67.54,3,9
93.105.248.169,6,9
93.111.140.78,3,3
93.114.98.35,4,11
93.122.240.191,6,8
93.123.186.111,12,6
93.132.243.214,6,4
93.134.36.202,8,2
93.135.174.124,5,5
93.143.230.104,5,6
93.153.144.245,4,10
93.155.112.154,3,10
93.155.201.4,7,11
93.159.242.66,7,16
93.160.162.88,4,2
93.160.252.252,9,9
93.162.177.176,4,4
93.163.99.148,3,6
93.163.177.232,7,6
93.169.216.193,14,6
93.175.157.245,5,17
93.178.233.243,4,9
93.188.24.80,6,7
93.189.43.3,4,17
93.195.47.143,11,5
93.196.197.181,4,8
93.204.161.185,6,2
93.209.202.249,10,7
93.217.68.69,5,11
93.220.56.210,8,11
93.222.191.219,7,7
93.233.52.192,5,6
93.242.29.98,7,10
93.242.204.241,13,6
93.249.56.159,8,10
94.2.15.121,4,18
94.3.200.104,5,9
94.5.95.153,5,1
94.8.203.179,9,5
94.10.50.48,11,8
94.19.41.152,10,8
94.21.180.216,10,3
94.23.56.36,7,10
94.31.69.66,6,10
94.33.115.77,6,7
94.35.182.223,8,7
94.36.247.170,6,12
94.41.48.166,9,1
94.44.52.229,7,3
94.55.202.13,13,7
94.58.142.55,4,9
94.61.189.198,4,9
94.69.109.207,8,6
94.71.31.173,9,7
94.77.238.3,9,1
94.78.53.94,6,15
94.79.41.200,5,7
94.83.181.30,7,1
94.87.145.244,8,10
94.92.31.49,6,3
94.97.197.229,7,4
94.100.196.194,9,1
94.102.131.153,7,5
94.109.174.17,6,14
94.112.64.105,6,3
94.112.108.24,8,2
94.120.96.169,10,7
94.124.83.108,10,9
94.130.184.34,10,6
94.136.191.243,7,9
94.136.213.216,3,15
94.137.248.91,10,10
94.143.24.90,9,7
94.145.161.93,8,2
94.154.88.72,7,4
94.154.105.170,5,3
94.156.138.70,8,7
94.162.123.11,7,5
94.171.40.113,5,4
94.171.137.155,5,2
94.197.13.77,10,5
94.201.144.148,4,3
94.201.149.186,4,10
94.220.108.121,14,8
94.230.11.80,4,3
94.230.50.126,6,5
94.242.61.13,4,13
94.243.170.108,11,7
94.250.49.147,7,8
94.251.9.31,8,11
95.6.55.192,3,10
95.12.174.73,5,3
95.21.63.180,7,9
95.35.192.55,4,10
95.36.140.196,1,10
95.38.98.64,2,6
95.51.44.141,7,7
95.53.34.246,8,15
95.56.242.105,9,9
95.63.98.123,10,4
95.63.187.218,5,1
95.73.232.160,5,14
95.82.188.75,5,6
95.83.197.39,7,6
95.86.69.181,8,1
95.96.56.142,5,9
95.117.57.44,11,3
95.120.26.97,7,7
95.128.28.67,6,8
95.133.77.15,8,7
95.138.82.16,3,4
95.138.217.116,5,12
95.141.59.130,12,7
95.142.40.16,5,4
95.150.131.162,10,7
95.152.132.175,4,9
95.156.212.178,7,6
95.157.100.153,6,9
95.160.173.8,10,12
95.163.233.87,6,2
95.170.70.207,3,21
95.176.25.111,7,10
95.182.10.122,6,5
95.185.114.186,8,4
95.191.12.133,14,5
95.194.221.184,10,4
95.197.166.143,8,2
95.198.245.69,10,2
95.204.134.124,4,7
95.206.237.229,5,7
95.218.196.82,6,2
95.228.214.67,4,8
95.233.85.182,9,5
95.242.58.231,5,20
95.246.132.190,5,14
96.3.198.202,5,12
96.18.85.164,8,4
96.25.73.186,8,3
96.29.143.229,7,5
96.35.31.6,10,7
96.38.209.92,7,8
96.78.111.150,6,9
96.86.167.192,5,2
96.102.211.213,7,4
96.115.167.186,10,8
96.117.43.146,7,9
96.144.75.115,10,5
96.155.152.218,6,5
96.167.47.54,8,1
96.168.240.209,5,9
96.179.44.222,9,3
96.185.189.162,7,3
96.187.86.34,8,2
96.187.212.50,6,8
96.194.138.205,10,6
96.204.37.26,11,5
96.211.133.8,7,2
96.233.96.250,8,10
96.253.36.228,6,1
97.3.200.240,9,16
97.7.243.60,7,10
97.12.126.85,3,13
97.13.119.179,7,9
97.17.240.90,12,6
97.22.226.134,8,10
97.23.235.114,11,7
97.32.111.216,5,13
97.34.249.223,4,5
97.39.208.233,6,9
97.51.206.6,5,26
97.52.217.225,7,3
97.59.168.217,6,9
97.64.76.201,9,8
97.67.236.238,7,8
97.70.11.64,7,1
97.71.99.212,5,8
97.74.101.37,9,10
97.76.20.39,9,9
97.83.120.161,6,6
97.89.52.214,6,4
97.90.124.245,7,5
97.93.100.143,4,9
97.93.253.156,4,3
97.105.139.113,8,7
97.118.189.23,9,7
97.118.191.229,4,9
97.134.28.24,10,16
97.144.220.112,3,5
97.148.89.57,7,8
97.150.80.166,6,4
97.152.97.254,10,6
97.158.127.56,12,17
97.162.245.42,6,22
97.163.133.212,6,5
97.164.67.173,5,13
97.184.242.200,10,10
97.187.73.10,2,7
97.195.78.13,10,8
97.198.244.16,7,17
97.199.25.204,7,3
97.199.65.230,6,4
97.203.191.186,2,8
97.204.254.95,6,6
97.210.2.153,5,4
97.211.87.171,10,8
97.214.83.4,13,2
97.221.61.252,6,1
97.221.193.65,5,3
97.227.156.40,10,7
97.243.234.130,7,1
97.252.221.88,10,10
98.1.75.184,7,4
98.21.109.109,6,5
98.22.202.18,6,9
98.23.181.186,5,3
98.39.221.203,10,5
98.42.224.218,7,12
98.53.97.111,7,9
98.53.222.253,8,12
98.55.179.237,4,9
98.55.250.198,8,2
98.57.129.141,6,7
98.62.61.235,9,7
98.62.177.184,8,2
98.63.99.1,8,4
98.74.218.45,8,9
98.91.207.85,6,9
98.94.246.239,9,3
98.113.222.36,3,8
98.116.125.136,5,8
98.123.19.13,7,18
98.129.161.71,9,6
98.135.176.204,11,15
98.142.196.106,8,3
98.143.13.32,6,8
98.143.199.24,5,1
98.146.43.150,9,1
98.150.25.134,10,8
98.151.101.127,7,9
98.153.89.156,7,1
98.156.233.244,7,7
98.160.103.172,5,6
98.162.185.164,5,20
98.162.246.230,8,5
98.171.44.55,9,6
98.175.81.141,7,3
98.175.177.131,8,7
98.183.59.129,8,16
98.188.51.164,9,7
98.200.148.5,7,9
98.204.203.247,10,11
98.219.49.86,4,6
98.219.115.201,13,10
98.225.47.159,10,3
98.227.133.177,9,1
98.233.126.136,4,9
98.233.201.31,6,17
98.248.128.209,9,7
98.250.7.68,6,3
99.1.78.142,11,8
99.1.104.26,4,2
99.12.148.93,7,6
99.12.203.28,8,8
99.19.71.58,9,3
99.21.219.111,10,4
99.22.98.166,6,5
99.22.158.143,5,5
99.24.195.169,8,8
99.27.239.194,8,3
99.34.209.113,8,7
99.35.234.121,7,17
99.45.83.180,11,5
99.45.241.149,5,4
99.50.84.249,3,19
99.51.216.152,9,7
99.70.168.152,4,7
99.77.209.157,7,8
99.85.94.235,9,5
99.89.70.105,6,2
99.91.86.96,10,10
99.98.247.225,4,1
99.108.156.247,13,6
99.109.232.208,8,6
99.125.234.225,7,6
99.126.216.77,11,4
99.140.40.114,5,6
99.150.89.112,5,10
99.152.227.194,4,9
99.155.166.227,5,1
99.156.168.113,10,16
99.160.179.124,9,2
99.163.52.198,9,9
99.171.98.21,9,3
99.177.1.55,6,16
99.181.239.147,6,8
99.196.228.23,6,11
99.203.21.3,9,7
99.205.3.118,6,9
99.205.207.227,6,10
99.208.143.223,6,10
99.211.37.192,4,9
99.217.116.223,10,3
99.219.228.157,8,5
99.224.49.75,7,22
99.226.16.91,5,5
99.237.13.209,5,9
99.240.64.104,4,8
99.242.13.212,9,3
99.248.18.251,11,15
99.251.197.211,5,9
99.253.64.142,8,5
100.2.192.78,7,3
100.4.211.59,7,6
100.7.64.129,5,4
100.8.106.95,7,12
100.10.114.7,5,9
100.10.122.43,12,12
100.39.91.28,5,3
100.39.189.42,7,2
100.40.235.186,4,9
100.42.212.254,6,4
100.45.148.95,8,3
100.51.69.189,7,2
100.51.221.226,7,10
100.62.31.77,6,6
100.62.254.40,11,9
100.64.92.174,4,7
100.65.38.84,7,17
100.67.132.253,7,1
100.84.34.158,12,10
100.89.118.219,6,2
100.93.246.228,3,7
100.94.98.101,8,6
100.100.136.140,6,11
100.114.66.254,11,2
100.118.107.141,7,2
100.128.171.54,9,8
100.129.21.176,8,8
100.133.226.65,2,2
100.136.215.134,11,16
100.144.53.200,6,2
100.159.145.144,11,10
100.168.187.123,8,17
100.169.229.160,7,4
100.173.234.219,7,10
100.174.87.42,6,10
100.186.80.69,7,7
100.188.112.186,4,5
100.192.104.45,2,6
100.199.45.227,7,6
100.206.40.145,5,4
100.206.187.20,3,5
100.208.51.85,6,3
100.209.200.245,3,1
100.221.5.153,5,7
100.223.47.41,2,6
100.229.11.30,3,10
100.229.122.3,6,3
100.230.111.221,10,15
100.232.100.111,12,5
100.232.168.211,5,4
100.234.143.83,4,13
100.234.181.112,6,4
100.244.29.230,4,1
100.244.208.234,7,7
100.250.7.224,4,8
101.8.24.254,11,10
101.8.131.159,7,9
101.14.46.234,9,9
101.14.136.161,7,3
101.21.186.112,9,2
101.22.37.155,5,4
101.31.42.245,8,19
101.32.229.224,5,8
101.40.6.226,4,7
101.49.132.113,9,5
101.50.71.104,5,3
101.51.241.33,7,9
101.57.79.40,11,5
101.58.68.27,5,7
101.61.247.207,7,10
101.62.116.186,3,6
101.64.172.57,8,6
101.69.147.83,5,3
101.71.176.203,5,5
101.75.180.238,6,6
101.78.42.68,14,10
101.78.58.221,6,5
101.79.122.64,5,5
101.85.8.25,9,1
101.86.226.162,8,12
101.92.234.184,9,3
101.96.253.108,8,1
101.99.171.131,4,6
101.106.163.12,9,2
101.107.86.40,11,10
101.110.167.227,4,14
101.113.245.97,2,7
101.122.122.187,10,12
101.126.69.217,5,9
101.127.75.44,4,5
101.128.50.162,5,8
101.155.55.241,8,5
101.162.147.128,5,6
101.163.230.117,5,10
101.165.219.19,6,10
101.166.178.172,6,1
101.169.63.235,10,15
101.175.118.185,4,7
101.177.6.108,10,1
101.180.169.162,6,8
101.187.123.183,6,7
101.191.47.138,6,22
101.196.195.217,6,7
101.198.229.101,6,9
101.200.127.191,8,2
101.203.31.11,7,11
101.203.161.214,1,14
101.204.237.227,9,4
101.220.111.228,9,3
101.229.14.118,7,7
101.232.121.119,8,4
101.236.210.218,6,6
101.254.49.10,6,7
101.254.127.142,5,1
102.2.154.131,4,7
102.4.127.105,7,5
102.4.144.140,6,5
102.5.150.119,8,2
102.11.150.196,7,5
102.11.214.38,4,7
102.18.230.175,10,3
102.19.211.219,6,8
102.21.162.97,5,1
102.23.236.177,5,9
102.26.9.56,10,9
102.28.242.205,4,15
102.30.27.245,3,7
102.44.101.172,8,2
102.52.229.127,8,10
102.53.67.110,1,1
102.54.142.94,4,3
102.56.215.55,9,14
102.61.198.98,6,7
102.66.89.6,6,10
102.66.119.61,11,6
102.68.79.133,3,2
102.68.244.110,3,8
102.74.66.173,6,4
102.82.101.104,9,13
102.88.145.72,7,3
102.94.54.87,8,9
102.102.1.120,11,4
102.106.105.37,7,5
102.112.7.92,9,8
102.114.4.250,9,4
102.126.59.162,5,16
102.129.6.235,7,19
102.132.26.38,9,2
102.142.112.96,7,1
102.164.163.222,8,3
102.166.91.146,6,2
102.171.153.45,6,9
102.172.127.226,4,1
102.175.234.232,7,10
102.179.14.128,7,3
102.185.102.3,7,9
102.188.250.211,3,2
102.199.189.9,7,2
102.201.195.155,8,6
102.202.136.186,4,4
102.210.132.244,10,9
102.213.173.86,5,10
102.222.172.77,4,3
102.226.231.228,11,3
102.229.147.19,5,5
102.237.31.193,5,10
102.237.223.221,8,13
102.244.123.229,11,10
102.245.162.252,5,8
102.249.152.60,10,9
103.9.65.236,5,10
103.19.78.70,5,18
103.28.196.139,6,6
103.31.51.179,7,5
103.36.137.116,6,2
103.50.39.137,7,7
103.53.5.39,6,3
103.53.229.59,9,4
103.59.59.140,3,2
103.66.224.88,7,7
103.67.65.32,12,10
103.68.154.131,4,2
103.91.135.32,5,4
103.97.47.37,9,4
103.98.107.48,5,9
103.98.147.232,10,7
103.102.193.225,5,1
103.110.155.87,9,3
103.115.225.211,7,5
103.121.209.252,9,5
103.122.187.45,8,13
103.123.166.86,9,8
103.126.150.14,14,10
103.129.225.215,7,2
103.148.160.58,5,3
103.149.221.251,9,13
103.154.231.39,11,6
103.155.17.223,10,5
103.158.72.99,9,2
103.162.156.179,5,8
103.164.40.5,7,10
103.166.79.166,7,7
103.170.158.218,7,6
103.177.40.157,9,5
103.182.164.82,4,8
103.183.90.176,10,8
103.185.34.27,6,5
103.192.228.183,2,13
103.193.56.246,7,5
103.199.63.9,7,1
103.199.208.58,10,7
103.200.183.194,7,9
103.203.59.176,12,10
103.204.15.48,7,7
103.206.85.240,7,1
103.206.175.90,5,9
103.206.183.99,6,11
103.216.33.108,9,3
103.216.172.55,8,5
103.221.138.161,8,18
103.226.169.9,6,8
103.229.67.173,10,5
103.229.73.192,5,5
103.234.227.98,7,5
103.238.94.60,9,2
103.241.111.236,8,4
103.245.206.3,6,1
104.4.3.110,13,6
104.5.28.206,2,3
104.12.238.151,7,9
104.21.146.33,10,6
104.24.249.31,4,9
104.26.134.45,5,1
104.26.179.47,8,6
104.29.3.9,8,12
104.37.41.17,6,4
104.53.225.44,9,5
104.55.218.53,5,10
104.63.144.139,8,1
104.63.175.185,3,2
104.67.210.198,4,2
104.72.53.110,7,9
104.73.91.194,7,17
104.78.145.144,8,13
104.79.160.225,8,6
104.79.201.177,12,4
104.86.49.219,12,8
104.86.76.45,7,12
104.93.135.155,4,2
104.95.170.103,10,10
104.96.102.37,9,5
104.108.87.114,4,8
104.108.169.156,11,7
104.110.17.143,6,4
104.122.52.2,5,4
104.122.58.100,9,14
104.123.32.66,9,3
104.130.116.171,3,7
104.132.8.22,8,18
104.132.193.205,11,3
104.134.85.104,7,9
104.137.149.114,14,8
104.142.54.134,9,10
104.142.98.156,3,10
104.149.127.112,10,4
104.165.89.52,9,5
104.179.194.190,7,9
104.181.168.175,4,9
104.189.33.42,9,18
104.193.67.150,6,2
104.201.214.211,8,9
104.207.74.158,10,10
104.207.97.8,6,14
104.235.169.33,9,8
104.245.167.84,6,1
105.6.108.79,7,3
105.11.143.208,7,8
105.20.137.140,10,10
105.26.62.43,5,2
105.29.199.160,2,8
105.31.199.168,7,9
105.34.47.177,2,2
105.43.85.215,7,3
105.50.17.172,7,7
105.54.209.184,9,1
105.80.117.249,4,3
105.84.54.252,9,4
105.84.186.220,0,6
105.89.180.164,2,8
105.106.83.48,6,17
105.116.72.19,3,6
105.119.114.160,5,2
105.124.65.219,1,11
105.124.148.227,10,2
105.127.216.119,5,3
105.128.145.172,4,20
105.136.153.133,6,10
105.139.173.252,8,12
105.145.174.215,12,4
105.153.189.50,6,6
105.157.215.28,10,6
105.160.139.214,7,9
105.163.230.98,13,10
105.172.185.227,7,5
105.173.22.213,10,15
105.176.229.229,8,4
105.186.102.57,9,19
105.195.122.133,6,18
105.195.245.206,10,1
105.197.199.90,8,8
105.214.205.82,7,14
105.216.123.49,9,8
105.231.254.76,4,4
105.236.51.76,8,16
105.242.135.35,6,7
105.243.135.117,6,11
105.244.146.61,6,4
106.5.84.134,9,1
106.8.62.135,6,6
106.18.83.11,7,10
106.22.166.218,6,7
106.34.211.113,10,7
106.39.208.28,10,5
106.46.155.68,8,3
106.51.234.183,8,10
106.60.195.106,7,8
106.69.133.84,7,13
106.78.111.159,5,4
106.79.122.164,6,8
106.84.8.149,6,1
106.94.9.191,10,8
106.94.135.112,5,10
106.101.244.38,7,1
106.107.102.208,5,5
106.109.71.186,4,10
106.111.155.48,4,4
106.134.104.172,8,17
106.137.69.66,2,10
106.140.30.8,8,2
106.142.57.7,6,6
106.150.60.28,7,5
106.150.224.122,4,1
106.151.104.198,5,15
106.156.250.161,6,8
106.158.38.164,6,10
106.168.133.181,6,9
106.168.151.14,4,13
106.170.118.181,9,6
106.172.108.74,8,3
106.175.217.69,7,7
106.178.248.199,8,3
106.184.182.190,6,16
106.208.116.62,4,8
106.212.115.141,4,21
106.221.243.193,5,26
106.224.254.91,6,8
106.229.188.13,8,1
106.231.81.151,9,4
106.237.32.30,4,15
106.245.228.128,4,9
106.248.60.172,7,1
106.250.70.90,7,3
106.253.160.90,13,13
106.254.82.218,5,5
107.5.11.38,7,3
107.6.201.28,6,13
107.6.239.17,9,13
107.11.187.49,7,6
107.14.147.24,6,4
107.24.82.76,9,8
107.26.81.134,13,4
107.28.167.187,9,4
107.30.165.28,8,5
107.31.48.55,8,6
107.48.105.11,1,7
107.61.231.70,6,2
107.64.34.98,4,10
107.64.176.145,6,2
107.65.193.113,11,5
107.67.191.53,9,4
107.68.110.45,8,4
107.70.31.98,4,5
107.78.136.190,7,7
107.80.254.196,4,16
107.82.230.45,4,4
107.89.212.186,11,8
107.92.89.136,9,8
107.103.169.213,5,9
107.114.122.136,6,5
107.117.45.23,5,3
107.119.156.15,9,1
107.124.52.248,7,9
107.125.110.211,7,4
107.128.231.49,5,10
107.132.87.131,8,8
107.132.237.248,7,13
107.133.224.239,7,4
107.139.94.178,9,13
107.141.227.42,6,7
107.155.233.239,6,10
107.161.243.69,10,1
107.165.201.245,9,14
107.181.54.81,5,11
107.184.37.144,8,10
107.197.139.88,6,4
107.201.118.228,10,9
107.218.179.204,3,5
107.220.186.197,4,8
107.222.156.224,5,5
107.224.18.250,2,15
107.229.238.159,8,10
107.233.199.63,10,4
107.248.43.169,5,10
107.248.57.246,7,3
107.248.96.67,7,14
107.251.34.72,6,13
107.251.86.249,10,9
108.10.132.25,10,9
108.16.171.108,7,5
108.22.225.28,8,3
108.25.144.108,9,8
108.26.93.97,4,1
108.30.93.37,11,4
108.32.168.184,6,10
108.40.158.173,6,10
108.40.166.216,5,6
108.42.84.118,9,1
108.48.252.19,11,9
108.51.109.203,5,6
108.55.89.80,4,9
108.66.248.8,6,5
108.77.63.58,8,13
108.78.211.136,8,7
108.79.247.176,7,18
108.81.8.112,9,8
108.83.80.83,9,7
108.87.241.25,4,24
108.90.72.106,4,2
108.103.114.170,9,1
108.105.21.112,8,4
108.105.66.246,11,6
108.109.123.162,6,11
108.119.79.89,5,18
108.127.19.81,4,3
108.139.88.49,9,9
108.142.62.154,6,7
108.142.125.15,7,2
108.143.182.122,7,9
108.146.215.196,5,15
108.154.93.157,7,8
108.155.140.217,6,10
108.165.191.63,4,8
108.175.16.122,13,10
108.180.2.75,5,6
108.187.37.142,6,15
108.188.20.207,8,16
108.189.205.201,6,10
108.190.176.206,8,15
108.192.254.65,6,20
108.196.41.252,8,1
108.198.81.60,5,25
108.220.144.40,7,9
108.221.24.82,8,1
108.222.102.181,9,4
108.231.74.200,7,6
108.232.42.24,14,4
108.232.57.172,8,6
108.238.136.124,5,6
109.1.228.107,9,10
109.16.137.216,5,8
109.17.117.139,6,2
109.18.109.246,7,13
109.19.84.213,9,10
109.23.248.128,5,2
109.24.114.163,8,10
109.27.35.222,10,5
109.27.59.217,8,12
109.40.56.151,8,1
109.40.214.144,5,6
109.51.37.168,6,5
109.60.32.85,7,7
109.63.136.97,11,9
109.70.230.70,6,19
109.87.152.218,5,4
109.98.135.88,5,17
109.100.75.250,9,3
109.105.132.179,12,3
109.113.40.246,4,6
109.117.241.11,2,7
109.129.118.212,9,2
109.136.250.121,7,2
109.142.170.7,7,8
109.144.210.214,4,6
109.149.70.46,8,8
109.150.184.46,5,10
109.150.241.93,4,18
109.153.43.14,10,10
109.157.3.41,5,7
109.159.186.215,10,6
109.163.30.192,4,8
109.163.140.6,8,5
109.164.159.74,10,5
109.174.131.108,13,9
109.174.180.19,4,4
109.174.228.157,5,7
109.175.241.223,6,6
109.186.149.21,6,6
109.187.55.49,6,9
109.192.232.79,7,10
109.198.21.139,9,6
109.208.130.111,4,20
109.210.107.225,4,2
109.211.143.156,7,9
109.212.28.98,9,1
109.225.68.130,7,5
109.226.142.171,5,6
110.1.14.169,5,2
110.15.37.135,7,3
110.24.49.237,10,10
110.24.62.217,5,6
110.24.230.8,5,10
110.28.128.248,10,19
110.29.151.139,6,3
110.30.157.120,7,10
110.37.54.135,4,8
110.37.73.214,4,10
110.38.83.250,7,10
110.59.177.100,6,4
110.59.178.154,9,10
110.62.184.92,10,9
110.62.184.144,7,3
110.63.251.218,7,3
110.70.243.90,6,6
110.75.4.106,3,9
110.75.14.52,5,2
110.77.220.191,6,12
110.78.155.81,8,4
110.83.38.239,5,8
110.89.107.134,7,5
110.96.32.13,6,13
110.96.205.144,9,2
110.99.150.253,5,10
110.105.173.11,8,3
110.114.102.128,5,9
110.120.226.168,10,10
110.122.89.71,5,7
110.128.63.69,9,8
110.132.69.39,5,6
110.134.148.135,6,8
110.136.159.250,9,7
110.137.5.180,14,1
110.142.74.90,7,3
110.142.206.30,9,2
110.144.88.141,6,10
110.148.62.177,8,9
110.168.183.251,6,10
110.171.218.54,5,5
110.176.116.145,10,3
110.199.136.210,8,3
110.202.13.53,6,8
110.211.18.177,3,5
110.223.236.249,9,8
110.229.238.133,2,3
110.232.58.216,8,5
110.234.213.15,11,5
110.247.35.45,11,14
110.251.155.105,5,8
110.252.85.170,11,3
110.253.67.54,4,16
110.254.13.148,8,18
110.254.51.55,12,3
111.13.85.150,5,9
111.31.129.106,9,13
111.36.20.230,2,3
111.40.211.241,9,4
111.46.16.26,5,3
111.46.39.34,8,8
111.47.116.180,11,3
111.48.171.235,7,8
111.54.73.196,6,2
111.56.30.81,7,5
111.72.101.254,5,9
111.82.43.249,4,10
111.84.51.87,3,9
111.86.17.152,6,4
111.89.38.165,4,7
111.95.174.182,5,2
111.100.49.3,7,3
111.113.118.45,9,6
111.113.237.193,8,13
111.116.104.22,8,5
111.124.56.189,9,6
111.126.52.247,7,10
111.147.36.249,3,6
111.148.163.35,10,8
111.155.111.5,7,7
111.156.10.221,8,9
111.157.95.153,4,3
111.166.55.10,9,9
111.184.85.144,6,17
111.185.48.208,10,6
111.188.42.59,8,9
111.189.155.249,4,2
111.199.111.231,8,8
111.217.124.210,3,6
111.222.51.112,8,4
111.223.167.34,6,8
111.226.216.24,8,6
111.228.65.59,8,4
111.236.188.77,7,8
111.239.76.52,9,1
111.242.215.110,7,8
111.244.84.9,3,19
111.246.68.23,3,11
111.250.225.20,7,2
112.3.24.37,8,21
112.17.59.121,6,1
112.32.90.108,5,7
112.34.207.99,6,2
112.40.30.138,9,3
112.40.186.227,6,10
112.46.167.115,7,10
112.53.117.83,8,6
112.56.140.249,7,7
112.58.13.78,8,5
112.58.227.29,4,4
112.59.138.97,6,12
112.69.248.123,10,4
112.71.7.46,6,8
112.79.135.126,8,4
112.85.22.43,8,1
112.88.212.236,7,5
112.90.2.106,7,1
112.94.82.109,8,10
112.94.206.42,6,4
112.115.155.182,5,11
112.115.248.225,6,10
112.116.150.59,8,4
112.121.42.11,7,5
112.121.159.236,5,1
112.130.144.159,6,10
112.136.153.7,10,6
112.149.222.4,6,12
112.151.40.251,8,8
112.151.224.59,9,4
112.155.54.253,8,10
112.157.88.229,7,18
112.159.91.199,7,8
112.159.213.151,5,14
112.164.140.186,10,8
112.165.149.228,9,4
112.168.80.223,11,16
112.170.206.252,7,4
112.182.93.66,2,5
112.183.8.182,2,2
112.193.140.71,7,5
112.197.19.243,5,9
112.197.47.196,11,9
112.198.32.135,8,4
112.198.112.127,8,10
112.199.76.191,9,9
112.201.193.152,9,12
112.207.173.69,11,5
112.212.27.47,5,10
112.212.47.89,6,5
112.213.68.189,10,4
112.218.82.216,5,1
112.227.23.90,7,4
112.233.159.184,3,2
112.234.192.227,10,7
112.238.250.234,8,7
112.244.182.243,5,5
112.245.52.49,5,6
112.251.231.242,9,15
113.3.79.34,9,8
113.16.28.91,4,9
113.18.38.102,3,5
113.21.62.98,6,3
113.23.251.75,5,10
113.28.184.119,6,10
113.31.87.48,5,17
113.38.61.3,4,5
113.56.115.254,5,2
113.59.102.100,6,1
113.59.147.100,13,3
113.61.245.1,8,6
113.74.213.109,3,6
113.88.160.187,6,7
113.93.199.48,5,8
113.98.72.52,7,2
113.103.2.73,4,7
113.103.81.245,7,8
113.104.91.62,3,6
113.106.207.76,7,19
113.110.60.15,13,6
113.112.143.65,8,15
113.119.190.28,7,10
113.121.201.43,13,6
113.125.101.139,3,16
113.135.178.157,10,5
113.137.182.175,7,8
113.140.141.140,7,2
113.146.77.82,11,2
113.153.85.13,10,7
113.162.169.232,8,1
113.167.217.236,4,5
113.170.239.230,6,8
113.172.76.179,4,2
113.173.62.76,10,9
113.181.224.11,6,12
113.181.232.237,12,4
113.186.234.244,5,3
113.192.11.28,3,4
113.196.26.7,7,13
113.201.131.39,9,10
113.208.12.156,8,1
113.208.150.203,5,3
113.209.31.155,6,9
113.211.137.249,4,1
113.211.160.83,4,3
113.211.204.177,7,5
113.214.129.197,5,8
113.222.197.91,6,7
113.233.45.15,8,10
113.239.93.160,9,10
113.240.207.238,5,1
113.243.20.147,7,4
113.244.97.39,8,5
113.244.222.233,11,10
113.247.6.157,4,3
113.248.71.221,6,3
114.4.249.91,6,8
114.10.46.83,5,2
114.16.69.100,6,6
114.16.227.254,7,6
114.21.254.30,6,10
114.23.63.46,7,9
114.23.99.91,9,16
114.26.193.33,12,2
114.30.217.78,7,1
114.40.228.22,9,1
114.40.245.86,9,8
114.41.38.147,5,4
114.49.238.243,5,2
114.51.19.163,3,4
114.70.233.6,11,2
114.73.213.141,11,6
114.78.237.204,4,2
114.84.99.81,10,4
114.89.145.217,7,9
114.92.145.47,7,6
114.105.210.160,3,3
114.107.179.197,3,8
114.109.13.19,11,1
114.109.39.198,5,4
114.110.181.163,5,6
114.118.194.182,5,10
114.121.147.167,11,10
114.129.11.166,12,10
114.130.119.26,3,5
114.131.111.182,10,20
114.140.32.231,7,3
114.150.202.6,3,1
114.157.249.71,6,4
114.159.118.79,7,7
114.159.152.168,2,7
114.159.242.122,9,6
114.164.68.109,12,5
114.172.122.28,4,3
114.175.14.124,10,6
114.191.79.53,5,2
114.193.1.210,6,6
114.195.126.122,5,5
114.198.162.7,7,8
114.203.8.73,6,6
114.210.242.210,13,10
114.211.86.205,4,14
114.217.199.40,7,7
114.218.81.112,4,19
114.222.46.184,8,4
114.222.237.43,10,17
114.226.114.215,8,1
114.228.96.80,15,6
114.232.50.94,8,4
114.237.118.60,11,5
114.244.91.45,8,9
115.3.200.196,7,4
115.18.158.146,9,4
115.19.229.118,6,3
115.23.94.217,6,9
115.23.124.61,3,5
115.24.73.74,11,5
115.26.35.218,6,4
115.29.28.48,6,2
115.29.36.53,3,14
115.33.215.29,7,1
115.42.129.231,4,5
115.44.197.67,3,2
115.47.51.206,3,6
115.70.179.125,5,8
115.72.148.186,6,6
115.73.235.15,10,12
115.79.154.192,8,2
115.79.164.179,5,1
115.80.71.165,5,5
115.82.23.87,3,9
115.99.55.70,6,4
115.108.16.41,9,5
115.116.38.78,5,4
115.128.226.164,4,8
115.130.89.138,4,5
115.131.80.81,4,10
115.134.105.253,11,8
115.137.101.112,4,9
115.142.41.96,5,3
115.143.20.124,8,2
115.157.132.14,11,4
115.157.160.175,17,10
115.161.185.93,6,6
115.165.92.234,10,1
115.167.90.127,7,2
